"job_title";"job_salary";"job_requirement";"job_addr";"job_exp";"job_edu";"job_tags";"company_name";"company_employee_num";"company_type"
"Python开发工程师";"8K-13K";"岗位职责：负责金融系统设计、开发等工作。岗位要求：1、本科以上学历，计算机相关专业毕业；2、必须具有两年以上的C++或者Python项目开发经历；3、有金融相关项目开发经历者优先考虑；4、沟通能力良好，逻辑思维较强。";"深圳 南山区 大冲";"1-3年";"本科";"Pythonpython爬虫C/C++";"亿达信息";"1000-9999人";"计算机软件"
"python兼职/全职讲师";"15K-30K";"1、至少3年以上Python编程经验；2、精通Python全栈开发，精通Django Web框架；3、深刻理解计算机原理，有良好的数据结构和算法基础；4、熟悉面向对象程序设计方法；5、熟练数据库表设计、SQL";"深圳 南山区 大冲";"3-5年";"不限";"LinuxPythonShell";"泽林信息";"100-499人";"在线教育"
"python后台工程师";"8K-12K";"工作范围负责服务端架构设计、功能开发及维护。负责后台与客户端、数据端的通信实现。负责产品后台的稳定性及性能优化。职位要求熟练掌握Python全面扎实的软件知识结构（操作系统、软件工程、";"深圳 南山区";"经验不限";"本科";"Python";"新格";"0-20人";"数据服务"
"Python开发运维工程师";"8K-15K";"岗位职责：1、维护工作中涉及的包括主机、网络、磁盘存储、文件系统、用户、权限、系统以及设备管理和维护工作；2、发现系统维护工作中重复性工作、反复出现的故障和问题，进行定位和分析，并进行自动化运维监控程序的开发，3、熟练掌握各种自";"深圳 南山区 科技园";"1-3年";"本科";"Linux";"傲天科技";"100-499人";"计算机软件"
"Python";"10K-20K";"游戏爱好者，具备扎实的计算机系统结构、数据结构等基础知识，熟悉TCP、HTTP等网络协议  熟悉linux环境C/C++、shell、lua、python等开发语言，至少精通其中一种，有python开发经验者优先  超过2年互联网行业工";"深圳 南山区 科技园";"1-3年";"本科";"后端开发PythonLinux";"途游游戏";"100-499人";"游戏"
"Python 后端工程师";"8K-10K";"主要职责1. 负责公司互联网产品的 API 开发工作；2. 协助架构工程师制定 API 接口标准；3. 负责和协助上级交办的其他工作。职位要求1. 熟练掌握 Python 3 开发，具备 1 年以上开发经验；2.";"深圳 南山区 科技园";"1年以内";"大专";"Python后端开发";"钛科瑞思";"0-20人";"计算机软件"
"Python 高级资深后台开发工程师";"25K-30K";"岗位职责：负责平台后端组件开发及维护；核心投研、交易系统的开发及维护； 金融数据清洗和对接；带领金融数据和网站后端团队 任职资格：计算机或相关专业本科，编程基本功扎实有数据处理相关经验，或有复杂系统架构经验，技术过硬熟悉Li";"深圳 南山区 深圳湾";"5-10年";"本科";"后端开发LinuxPython";"Ricequant";"20-99人";"计算机软件"
"Python爬虫开发工程师";"8K-15K";"岗位职责：1.负责网页和APP网络爬虫的架构设计、开发任职要求：1.本科及本科以上学历，计算机相关专业；2.2年以上Python开发经验，熟悉scrapy框架、pyspider框架等，熟悉数据结构和算法；3.熟悉网络协议";"深圳 南山区";"经验不限";"本科";"Pythonpython爬虫";"金中数据";"0-20人";"计算机软件"
"Python";"15K-30K";"python岗位职责：1、负责统计系统的后台架构设计、优化。2、和前端配合，开发大型web应用。岗位要求：1、本科及以上学历，2年以上开发经验；2、熟悉python，1年以上python开发经验；3、熟悉Django, Tor";"深圳 南山区 新安";"1-3年";"大专";"Python";"博雅互动";"500-999人";"游戏"
"Python开发工程师";"10K-20K";"【岗位职责】1.消费平台内容爬取。 2.自动化告警脚本编写。【岗位要求】1. 计算机相关专业本科以上学历，扎实的计算机基础。二年及以上Web开发经验2. 精通Python语言，2年以上Python开发";"深圳";"1-3年";"本科";"PythonMYSQLLinux";"布谷鸟科技";"500-999人";"移动互联网"
"Python开发工程师";"12K-20K";"岗位要求：1、精通Python，具有高并发服务器开发经验；2、具有移动app数据接口开发经验；3、熟练使用 Redis 等分布式缓存4、具备 PostgreSQL 索引优化、查询优化和存储设计经验5、了解 RPC、MQ";"深圳 南山区 西丽";"3-5年";"本科";"Python数据库后端开发";"普特医学";"100-499人";"医疗健康"
"python/机器学习开发";"10K-20K";"我们深耕法律行业的互联网化，有强大的法律从业背景及海归互联网精英。你将和同我们一起构建互联网体系，颠覆法律行业！要求学习能力极强，愿意explore the unknowns，愿意接受挑战！- 了解多数机器学习算法- 热爱互联网";"深圳 南山区 大冲";"经验不限";"本科";"Python机器学习自然语言处理";"牛法网";"20-99人";"互联网"
"Python";"10K-15K";"开发/测试基础、经验：1、精通Unix/Linux操作系统、良好的Bash与Python编码规范，掌握flask、django；2、有Docker、K8S等容器虚拟化技术经验者优先；熟悉python、Ansible和web前端开发优";"深圳 南山区 科技园";"3-5年";"本科";"PythondjangoDocke";"亿达信息";"1000-9999人";"计算机软件"
"python";"9K-18K";":岗位职责：1、负责系统开发维护。职位要求： 1、计算机相关专业本科以上学历，扎实的计算机基础。2、精通Python语言，2年以上Python开发经验。3、熟悉Python至少一种Web开发框架，";"深圳 南山区 深圳湾";"1-3年";"大专";"python爬虫Python";"零壹软件";"0-20人";"互联网"
"Python";"6K-12K";"python 后端熟练使用  Flask,Django 等框架熟悉使用  sql语言 有过独立项目经验优先, 了解大数据相关框架优先";"深圳 宝安区 西乡";"1年以内";"不限";"Python机器学习推荐算法";"宇皓科技";"20-99人";"计算机软件"
"python工程师";"10K-20K";"工作职责1.参与需求分析，产品设计，功能开发2.快速开发产品服务端原型3.设计并编写高质量网络应用程序代码岗位要求1.python开发2年工作经验，本科以上学历2.精通Django或Flask";"深圳 龙华区 龙华";"1-3年";"本科";"PythonC/C++";"信和巴巴";"20-99人";"互联网金融"
"运维python";"6K-12K";"熟练使用python,shell熟悉使用 Docker,了解各种云计算平台,及 各种架构解决方案岗位职能配合架构 进行合理优化 运维架构";"深圳 宝安区 西乡";"经验不限";"不限";"Linux系统运维运维开发";"宇皓科技";"20-99人";"计算机软件"
"高级Python工程师";"15K-30K";"计算机相关专业本科及以上学历，3年以上后台开发经验；精通Python，3年以上Python后台开发经验，有良好的编码习惯；精通Python服务端编程，精通网络编程；熟悉Django/Tornado等web开发框架；";"深圳 南山区 科技园";"3-5年";"本科";"Pythonpython爬虫Web前端";"酸桃数据";"20-99人";"企业服务"
"Python工程师";"15K-30K";"1.2年及以上工作经验，其中一年算法项目工作经验；2.熟悉Python脚本编程；；3.熟悉数理统计具体实施方法，能有效完成报告呈现和数据解读4.                                   4.海量数据处理和";"深圳";"1-3年";"大专";"数据挖据图像算法AI";"SIE";"1000-9999人";"计算机软件"
"python开发";"8K-12K";"要求：1、本科及以上学历，一年以上Python开发经验，熟练使用Python语言；2、具有服务器端开发功底，熟悉数据结构、算法、设计模式、http协议；3、熟悉MySQL，SqlServer等数据库；4、参与";"深圳 福田区 购物公园";"1-3年";"本科";"Python";"南京融翼";"500-999人";"计算机软件"
"Python开发工程师";"15K-30K";"【工作内容】1、用Python架构、设计、实现产品的后端2、数据驱动，不断通过产品和技术数据进行改进，并完成快速迭代3、实现富有挑战性的GrowthHack需求4、与QA合作进行测试、改进和问题修复工作【岗位要求】";"深圳";"1-3年";"本科";"Python数据库后端开发";"方舟云数";"0-20人";"互联网"
"python开发工程师";"12K-15K";"开发/测试基础、经验：1、精通Unix/Linux操作系统、良好的Bash与Python编码规范，掌握flask、django；2、有Docker、K8S等容器虚拟化技术经验者优先；熟悉python、Ansible和web前端开发优";"深圳 南山区 深圳湾";"3-5年";"本科";"PythonLinux";"亿达信息";"1000-9999人";"计算机软件"
"Python";"8K-10K";"岗位职责1、后台服务器的设计与开发；2、负责相关业务逻辑以及运营管理平台的后台实现；3、后台的其他工作。任职要求1、计算机及相关专业毕业，有后台服务器开发经验；2、掌握MySQL/redis/mongodb等数据库技术";"深圳 龙华区 滢水山庄";"经验不限";"大专";"后端开发系统架构Python";"本识";"0-20人";"分类信息"
"python";"10K-15K";". 精通python语言，至少精通 Django、Tornado 等框架中的一种2. 熟悉MVC三层架构，有性能优化、后台集群架构的实践经验3. 熟悉HTML、CSS、JavaScript等前端开发技术4. 有使用JQuery、";"深圳 福田区 石厦";"3-5年";"不限";"PythonHTML/CSSJavascript";"鹏开信息";"100-499人";"计算机软件"
"Python/shell脚本开发";"9K-15K";"2年-3年工作经验1.熟练使用python语言，有2年以上开发经验2.python基础扎实，熟悉django,flask等框架3.熟悉java，有java开发经验优先4.熟悉数据库知识，熟练掌握SQL，至少熟练掌握一种数据库";"深圳 龙岗区 坂田";"1-3年";"本科";"LinuxPythonShell";"中软国际";"1000-9999人";"计算机软件"
"Python工程师";"15K-20K";"任职资格：1.拥有1到3年开发经验，有使用python web框架开发的经验，例如 flask/django；2.有互联网公司后台服务的开发经验3.有良好的算法和数据结构基础，及很强的自学能力；4.善于思考，能提出高质量的问";"深圳 南山区 科技园";"1-3年";"大专";"PythonNLP";"企保招招";"100-499人";"互联网金融"
"Python开发工程师";"8K-13K";"岗位职责：负责金融系统设计、开发等工作。岗位要求：1、本科以上学历，计算机相关专业毕业；2、必须具有两年以上的C++或者Python项目开发经历；3、有金融相关项目开发经历者优先考虑；4、沟通能力良好，逻辑思维较强。";"深圳 南山区 大冲";"1-3年";"本科";"C/C++Python金融";"亿达信息";"1000-9999人";"计算机软件"
"Python开发";"6K-12K";"岗位要求：1、全日制本科及以上学历，计算机相关专业应届毕业生2. 必须具备非常扎实的计算机基础3. 掌握Python函数式编程和面向对象编程，能够编写模块化、可重用、易维护的代码4. 掌握Django、Flask、Torna";"深圳 福田区 车公庙";"应届生";"本科";"Pythonpython爬虫PHP";"Topkee Media";"100-499人";"互联网"
"Python";"15K-18K";"1.精通其中一种语言，python或java语言或易语言2.全栈工程师，能独立完成一个项目，从开发到自检3.从事过抢票软件等外挂开发项目4.擅长爬虫，反爬虫技术，懂得运用代理IP或拨号IP来避开封IP获取信息5.多线路，多进";"深圳";"3-5年";"本科";"服务器响应全栈爬虫工程师";"世界之巅";"0-20人";"互联网"
"python开发工程师";"10K-20K";"岗位职责：1、负责统计系统的后台架构设计、优化。2、和前端配合，开发大型web应用。岗位要求：1、本科及以上学历，2年以上开发经验；2、熟悉python，1年以上python开发经验；3、熟悉Django,";"深圳 南山区";"3-5年";"本科";"PythonFlaskOracle";"博雅互动";"500-999人";"游戏"
"python开发高级工程师";"15K-30K";"工作职责：1.负责app后台的需求开发。2.优化app后台架构。3.负责app内游戏后台的开发。4.对app内数据中心接口 进行框架设计和评估。5.参与部分python运维工作。经验和技能要求：1.计算机或数";"深圳 南山区 科技园";"3-5年";"本科";"PythonAPPTornado";"巅峰电竞";"20-99人";"游戏"
"Python";"10K-20K";"Python全栈工程师1.精通Python3，熟悉Linux2.精通Django以及Twisted两种框架3.熟悉物联网通信协议以及TCP通信协议4.熟悉使用JWT，MySQL，Redis，RabbitMQ，Docker，Ngi";"深圳 龙华区 观澜";"3-5年";"大专";"Python全栈Web前端";"尚亿源";"20-99人";"智能硬件"
"腾讯云开发者服务后台开发工程师（Python）";"20K-40K";"薪资职级面议要求：计算机及计算机相关专业本科以上学历;3年以上Unix/Linux 操作系统下C/C++或PHP或python开发经验;对算法/数据结构有深刻理解，有过大规模软件研发经验，精通性能调优各种方法;精通U";"深圳 南山区 科技园";"3-5年";"本科";"PythonLinux数据库";"腾讯";"10000人以上";"互联网"
"Python";"10K-20K";"负责数据爬取。分析整理。会word文档数据导入数据库";"深圳 龙岗区 坂田";"1年以内";"本科";"python爬虫数据采集数据抓取";"深圳德鹏教育";"20-99人";"在线教育"
"python高级开发工程师";"10K-15K";"职位描述：1、负责项目的需求分析、设计及开发；2、负责项目开发管理和项目架构优化；3、独立完成软件系统代码的设计与实现； 4、根据需求完成设计、代码编写、调试、测试和维护； 任职资格：1、计算机相关专业本科及以上学历";"深圳 宝安区 龙华";"3-5年";"本科";"PythonUnix/LinuxFlask/Django";"南伽科技";"100-499人";"贸易/进出口"
"Python";"10K-20K";"985,211学校，理工科专业，数学或计算机专业优先，对算法，AI了解";"深圳 福田区 华强北";"应届生";"本科";"后端开发Python推荐算法";"深圳坐标软件";"500-999人";"医疗健康"
"Python后台开发";"15K-30K";"岗位职责:负责风控后台系统设计与开发工作任职要求:1.2年以上后台开发经验2.熟练掌握python，但不局限于一种语言例如Java，了解常用python web框架(tornado等)3.扎实的数据结构语算法基础";"深圳 南山区 科技园";"3-5年";"本科";"Python";"AKULAKU";"100-499人";"互联网金融"
"Python工程师";"10K-20K";"1、熟练使用python语言编程，有调用python数据分析包的经验，最好是pandas和numpy库2、具备使用PL/SQL对数据进行加工的能力3、参与过数据分析项目，了解项目流程；4、两年以上工作经验，至少有1年以上pyth";"深圳 宝安区";"1-3年";"大专";"PythonJava";"SIE";"1000-9999人";"计算机软件"
"服务器工程师(go/python)";"12K-22K";"主要职责：- 负责项目的设计、编码、调优、测试及Bug处理- 撰写技术、接口文档职位要求：- 熟悉python, go, c/C++、java 任意一种开发语言- 熟悉关系型数据库(PostgreSQL或MySQL)和常";"深圳 南山区 南油";"1-3年";"本科";"PythonGOC/C++";"以太科技";"0-20人";"移动互联网"
"Python/c++开发";"12K-18K";"任职要求：1、本科及以上学历，计算机、电子、自动化及通信专业2、两年以上Python后台开发，具备独立开发高性能异步服务器的能力，处理过高并发的优先3、熟练使用tornado，Django等框架的优先3、熟悉 C++ ，有调";"深圳 福田区 八卦岭";"3-5年";"本科";"Python";"金证股份";"1000-9999人";"计算机软件"
"后台开发（python）";"12K-17K";"1、本科及以上学历、计算机及通信类专业；                                           2、具有3年以上Python、C++经验、熟练掌握tornado等框架；";"深圳 福田区 八卦岭";"3-5年";"本科";"PythonC/C++";"金证股份";"1000-9999人";"计算机软件"
"python开发";"8K-12K";"要求：1、本科及以上学历，一年以上Python开发经验，熟练使用Python语言；2、具有服务器端开发功底，熟悉数据结构、算法、设计模式、http协议；3、熟悉MySQL，SqlServer等数据库；4、参与";"深圳 福田区 购物公园";"1-3年";"大专";"Python";"南京融翼";"500-999人";"计算机软件"
"Python";"10K-16K";"负责公司题库数据爬取。筛选，优化。";"深圳 龙岗区 坂田";"1-3年";"本科";"PHPLinuxpython爬虫";"深圳德鹏教育";"20-99人";"在线教育"
"python开发工程师";"10K-18K";"1.计算机相关专业本科以上学历2.熟悉 linux 操作系统3.有前端应用程序设计经验4.python 开发2年以上经验5.有pyqt 开发经验优先福利：1.五险一金，一档医疗2.不定期聚餐、活动3.双休";"深圳 南山区 南油";"5-10年";"本科";"LinuxPython";"国文科技";"100-499人";"互联网"
"算法工程师（Python语言）";"15K-25K";"岗位职责1、匹配业务场景，使用机器学习、文本挖掘等技术，设计数据建模（模型/算法）解决方案，对业务数据进行分析和建模，并负责各类数据挖掘模型的开发、应用、监控优化，支撑公司数据挖掘课题落地。2、开展数据挖掘分析算法/工具研究工作";"深圳 宝安区";"3-5年";"本科";"Python数据挖掘推荐算法";"赛意信息科技";"1000-9999人";"计算机软件"
"Python工程师";"15K-25K";"岗位要求：1、具有本科以及以上学历，计算机相关专业，2年以上数据抓取经验；2、精通Java、Python语言，有丰富的编程经验；3、熟悉多线程、网络编程，精通网页抓取原理及技术，精通正则表达式，能从结构化的和非结构化的数据中获取";"深圳 福田区 上步";"1-3年";"大专";"数据分析数据挖掘数据库";"找靓机";"100-499人";"电子商务"
"python开发";"10K-12K";"岗位职责运用 Python 进行开发，进行互联网相关信息的抓取；\\\\\\\\r\\\\\\\\n针对海量数据，开发脚本及工具进行分析，清洗及管理；\\\\\\\\r\\\\\\\\n搭建数据处理分析平台，进行数据情况透视和批次管理；";"深圳 南山区 前海";"3-5年";"大专";"Python";"亿达信息";"1000-9999人";"计算机软件"
"Python爬虫实习生";"3K-6K";"工作职责：1）对公司各项目所需的网络数据源进行数据抓取；2）针对互联网上收集的商品品类等信息进行采集处理，负责信息提取、处理、优化、过滤、审核等工作；3）按要求做数据抓取前的配置等准备工作；检查网站抓取后是否有遗漏等";"深圳 南山区 科技园";"应届生";"本科";"python爬虫数据采集数据抓取";"比特穿越";"0-20人";"数据服务"
"Python开发工程师";"15K-18K";"任职要求：1. 计算机相关专业本科以上学历，扎实的计算机基础。二年及以上Web开发经验2. 精通Python语言，2年以上Python开发经验。3. 熟练使用常用的Web框架Django, Flask4. 熟悉关系型数据库设";"深圳 南山区 南油";"3-5年";"本科";"python爬虫数据挖掘数据抓取";"布谷鸟科技";"500-999人";"移动互联网"
"python工程师";"10K-20K";"岗位职责：1. 设计和实现公司相关产品的后台架构设计以及相关模块的开发；2. 协助算法工程师进行代码优化和工程化，包括但不限于自然语言处理，对话系统，推荐系统等； 岗位要求：1. 计算机相关专业，1年以上后台开发经验；";"深圳 南山区 科技园";"1-3年";"本科";"Python后端开发";"Webot";"20-99人";"企业服务"
"中级后端开发工程师(Java/Python)";"12K-16K";"工作职责	参与用户需求，功能细节设计。	负责公司的软件项目程序开发。任职要求	3年以上后台开发工作经验。	具备java/python后台程序开发经验，在项目中担任重要开发角色。	熟练Restful AP";"深圳 南山区 后海";"3-5年";"本科";"JavaPython接口开发";"华制智能深圳总部";"100-499人";"企业服务"
"资深后台开发工程师Python/Golang";"20K-40K";"1、设计和开发支撑今日头条公司运行的核心系统，包括企业协同办公工具、智能便捷高效的服务系统、合同管理系统、审批流等等； 2、负责高质量的设计和编码；3、承担重点、难点的技术攻坚；4、主要语言为Python/Golang。职位要求：";"深圳 南山区 后海";"3-5年";"本科";"PythonGolang后端开发";"今日头条";"10000人以上";"移动互联网"
"Python后台开发/数据平台/服务器";"13K-26K";"岗位职责:负责风控后台系统设计与开发工作任职要求:1.2年以上后台开发经验2.熟练掌握python，但不局限于一种语言例如Java，了解常用python web框架(tornado等)3.扎实的数据结构语算法基础";"深圳 南山区 科技园";"1-3年";"本科";"HadoopJavaPython";"AKULAKU";"100-499人";"互联网金融"
"python爬虫";"10K-20K";"熟悉掌握python语言，熟悉Docker和ETL，熟悉能独立完成项目。熟悉mongodb数据库，熟悉一种关系型数据库，如Mysql、Oracle、MSSQL等；全日制本科以上学历，至少三年开发经验。具备良好的阅读文档能力，学习";"深圳 南山区 科技园";"经验不限";"本科";"python爬虫Python";"汇金智融";"100-499人";"互联网"
"高级Python工程师/面向对象";"15K-30K";"工作内容：负责核心数据平台开发持续优化后台系统理解大数据开发和数据建模需求，转化开发出高效的数据平台时刻注意数据平台异常，协助数据建模完善建模流程要求：1.深刻理解面向对象开发思想，掌握面向对象编程能力2.精通掌";"深圳 南山区 科技园";"1年以内";"本科";"PythonJavaC/C++";"AKULAKU";"100-499人";"互联网金融"
"Python高级爬虫工程师";"15K-25K";"岗位职责：1、负责网络爬虫系统设计、开发。2、完成带领团队完成数据采集爬取、解析提取、清洗入库等数据生产工作。3、研究网页特点和规律，对网页信息进行分类、抽取、数据清洗、存储结构等研发和优化工作。4、负责领域知识的定向爬取、";"深圳";"5-10年";"大专";"Pythonjava爬虫抓取";"飞钛科技";"100-499人";"互联网金融"
"Python";"15K-25K";"职位要求：1. 熟悉 Python 语言，熟悉 Django/Tornado/Flask 等其中至少一种框架，并有1年该框架的开发经验。2. 熟悉 RESTful 风格，熟悉 celery 分布式队列框架；3. 熟悉 MySQL";"深圳 宝安区 新安";"1-3年";"大专";"PythondjangoMYSQL";"及目科技";"20-99人";"计算机软件"
"Python";"10K-15K";"python实际开发经验";"深圳";"1-3年";"本科";"Python";"软通动力信息技术集团";"10000人以上";"计算机软件"
"Python后端开发工程师";"11K-15K";"工作内容:1.负责后端数据库开发。2.负责后端接口开发。职位要求:1.精通falsk框架，2.熟悉nginx+uWSGI配置。3.熟悉PyCharm编程。4.熟悉应用mySQL，能够处理多键排查，多对多关系数据。5.熟悉j";"深圳";"1-3年";"本科";"后端开发数据库Python";"三竔科技";"0-20人";"社交网络"
"Python";"15K-20K";"Django，bootstrap 后台开发";"深圳 南山区";"1年以内";"本科";"Python后端开发Web前端";"荔枝微课";"20-99人";"互联网"
"python";"11K-21K";"1、统招大专5年本科3年以上年限；2、有Python开发经验，熟练Python语言；3、具有服务器端开发功底，熟悉数据库结构、算法、设计模式、HTTP协议；4、熟悉SQLserver、MySQL等数据；5、参与数据分析挖掘系";"深圳 福田区 购物公园";"5-10年";"大专";"Python数据库";"达博威科技";"100-499人";"计算机软件"
"Python";"4K-8K";"1. 熟练使用python开发，熟悉linux环境，debian系统。2. 熟悉机器学习，有神经网络开发经验更佳。3. 数学统计背景更佳，有数学理论基础。";"深圳 南山区";"1年以内";"本科";"Python机器学习";"宽潮科技";"0-20人";"计算机软件"
"Python";"10K-15K";"岗位职责：1.编写后台算法岗位要求：1.2年以上Python 编程经验2.熟悉Linux系统及Shell编程3.深刻理解软件设计，深入理解Python特性，编程风格良好4.熟悉Python开发，熟悉Java开发5.熟悉数学建模";"深圳 南山区 深圳湾";"3-5年";"大专";"Python";"法本电子";"100-499人";"其他行业"
"Python工程师";"13K-26K";"我们尊重技术文化，充分重视您的价值。工作职责：1.和产品确认需求，编写api，编写维护api文档2.按照功能需求做好程序规划，搭建程序框架。3.编写程序，并发布内网测试。4.编写服务器发布脚本，发布测试外网测试。";"深圳";"经验不限";"本科";"后端开发Python";"爱财科技";"0-20人";"移动互联网"
"Python";"15K-25K";"岗位职责：1.	设计和实现公司相关产品的后台架构设计以及相关模块的开发；2.	协助算法工程师进行代码优化和工程化，包括但不限于自然语言处理，对话系统，推荐系统等；岗位要求：1.	计算机相关专业，5年以上后台开发经验；";"深圳 南山区 科技园";"5-10年";"本科";"后端开发系统架构Python";"Webot";"20-99人";"企业服务"
"python工程师（1-3年）";"5K-10K";"工作内容：1、按照项目经理的要求完成系统编码实施工作；2、负责开发完成的代码自测和规范性检查工作；3、负责项目组新成员的技术培训工作；4、根据项目需要完成技术预研和其他交办工作；职位要求：1、对python感兴趣，熟";"深圳 南山区";"1-3年";"本科";"Python";"览众科技";"100-499人";"计算机软件"
"Python";"15K-30K";"工作内容涵盖网页服务编写，以及机器人协议的维护。在机器人协议的基础上编写业务逻辑，并编写对应的控制后台。算法，数学基础扎实者优先。";"深圳 南山区 科技园";"1-3年";"本科";"后端开发Python系统架构";"群秘";"0-20人";"社交网络"
"python开发工程师";"18K-36K";"岗位要求：1.3年以上python（或者Lus、Powershell等脚本语言经验，并且愿意学习python）开发经验；2、有公有云、私有云相关工作背景者优先；3、有IT工具开发相关工作经验者优先；岗位职责：从事华为";"深圳 龙岗区";"3-5年";"本科";"LinuxPython";"华为";"10000人以上";"计算机软件"
"python开发工程师";"10K-13K";"岗位职责：1、负责知识库各个所需数据源整合，并将模块打包成良好的应用接口；2、负责问答系统基础的对话匹配，错误排查。 岗位要求：1、至少2年以上的Python开发经验；2、可以使用Linux，掌握基本的shell命令";"深圳 福田区 石厦";"1-3年";"本科";"Web前端后端开发Python";"海实信息";"500-999人";"互联网金融"
"Python开发工程师（高级）";"30K-50K";"职位描述：Web开发人员需要具备丰富的Web前端或后端知识， 时刻具备紧迫感，需要快速交付高质量的代码，不断创造新的Web产品和优化现有的产品和服务。 工作职责：（后端）使用Python编写Web后端代码";"深圳 南山区 科技园";"3-5年";"本科";"GolangPython";"Shopee";"1000-9999人";"电子商务"
"Python开发工程师";"15K-30K";"职位描述：Web开发人员需要具备丰富的Web前端或后端知识， 时刻具备紧迫感，需要快速交付高质量的代码，不断创造新的Web产品和优化现有的产品和服务。 工作职责：使用Python编写Web后端代码熟悉";"深圳 南山区 科技园";"1-3年";"本科";"GolangPython";"Shopee";"1000-9999人";"电子商务"
"Python";"15K-30K";"工作内容：参与糗事百科的后端研发；保障产品的快速迭代与服务质量；任职资格：三年以上高并发系统的设计与调优经验，对系统的架构与实现有清晰的认识；熟悉linux系统生产环境搭建与调优；至少熟悉 Python/Gola";"深圳 南山区";"3-5年";"本科";"Python";"糗事百科";"20-99人";"音乐/视频/阅读"
"Python开发";"15K-30K";"职位描述1. 熟悉在Unix/Linux平台上的Python编程; 了解常用的通讯协议处理模块，XML，JSON处理模块，熟悉格式化文件处理2. 有较强的编码能力及良好的编程风格;3. 对数据结构和算法有比较好的理解和实践;";"深圳 南山区 科技园";"3-5年";"本科";"Twisted高并发Flask";"藤讯科技";"100-499人";"移动互联网"
"Python 开发工程师";"8K-12K";"Python 开发工程师工作职责：1. 负责产品功能的后台开发工作。2. 在项目经理的领导下，配合完成程序设计和开发；3. 关注技术动向，研究新技术并攻关技术难题；4. 独立设计并开发程序中相关的模块";"深圳 龙岗区 布吉";"1-3年";"大专";"PythonLinuxC/C++";"贝利美维";"20-99人";"计算机软件"
"python开发工程师";"15K-30K";"1、本科或以上学历2、需具备3年以上Python开发经验，有大型分布式系统开发经验者优先；3、熟悉Python语言，熟练使用常用模块，使用过Django/Tornado等web框架；4、有过大数据相关经验，ELT处理";"深圳 南山区 科技园";"3-5年";"本科";"Python";"Bello";"20-99人";"数据服务"
"Python";"10K-15K";"1). 后端开发工程师，使用python语言，框架使用django框架1.有2年左右的python下实际的项目开发的经验。2.有一定的web前端技能，了解或熟悉HTML、CSS、Javascript3.对于数据库表、查询语句的性能优化";"深圳 罗湖区 笋岗";"1-3年";"不限";"后端开发Python";"好磨坊";"20-99人";"贸易/进出口"
"Python开发工程师";"6K-12K";"岗位职责：负责基于odoo技术框架的企业应用开发与测试。任职要求：1. 热爱编程，有较强的自学能力和技术攻关能力；2. 具备良好的团队协作意识和沟通能力3. 熟悉Linux操作系统；4. 熟悉至少一种关系型数据库，能熟练编写S";"深圳 南山区";"经验不限";"大专";"ERPPython后端开发";"知链科技";"0-20人";"计算机软件"
"Python高级开发工程师";"20K-35K";"职位描述1. 熟悉在Unix/Linux平台上的Python编程; 了解常用的通讯协议处理模块，XML，JSON处理模块，熟悉格式化文件处理2. 有较强的编码能力及良好的编程风格;3. 对数据结构和算法有比较好的理解和实践;";"深圳 南山区 科技园";"3-5年";"本科";"PythonTwistedscrapy";"藤讯科技";"100-499人";"移动互联网"
"Python开发工程师";"10K-20K";"岗位职责：负责公司云端互联网产品的开发，包括项目框架搭建、前后端功能实现等。  岗位要求：1、本科及以上学历，1年以上的Python开发经验；2、熟悉Python语言，掌握函数式和面向对象编程，能够编写模块化、可重用、易";"深圳 南山区";"经验不限";"本科";"C/C++LinuxPython";"深信服科技";"1000-9999人";"计算机软件"
"Python开发";"10K-18K";"岗位职责：1.编写AI实验室Python工具类和服务程序2.优化程序岗位要求：-2年以上Python  编程经验-熟悉Linux系统及Shell编程- 深刻理解软件设计，深入理解Python特性，编程风格良好-熟";"深圳 福田区 石厦";"3-5年";"大专";"Python";"兴融联科技";"100-499人";"企业服务"
"Python交易开发工程师";"14K-20K";"技能Skill:     1. 熟悉在Unix/Linux平台上的Python编程; 了解常用的通讯协议处理模块，XML，JSON处理模块，熟悉格式化文件处理2. 有较强的编码能力及良好的编程风格;3. 对数据结构和算法有比较好";"深圳 南山区 科技园";"3-5年";"本科";"Python";"Gateway Technology";"100-499人";"互联网金融"
"python 软件工程师";"6K-10K";"Web开发人员需要具备丰富的Web前端或后端知识， 时刻具备紧迫感，需要快速交付高质量的代码，不断创造新的Web产品和优化现有的产品和服务。工作职责：使用Python编写Web后端代码熟悉敏捷开发，编写高质量的，";"深圳 福田区 华强北";"经验不限";"本科";"Pythonpython爬虫Javascript";"超体大数据(深圳)";"0-20人";"数据服务"
"高级后台开发工程师（GO/java/python)）";"16K-30K";"职位描述：1、负责智能产品后端API开发；2、负责智能产品后端程序的架构和优化；3、负责智能产品后端新需求的系统设计和实现4、机器学习等新技术的预研5、后端开发等相关工作职位要求：1、本科及以上学历，3年以上";"深圳 南山区 西丽";"3-5年";"本科";"GOJavaPython";"Anker";"500-999人";"电子商务"
"Python开发工程师";"18K-36K";"岗位职责：1、参与开发计算机视觉PaaS平台；2、与算法科学家合作，将最前沿最先进的机器视觉算法实现成工业级产品；3、持续改善服务，优化系统性能，提高算法精度。任职要求：1、一年以上 Python 服务端开发经验；2";"深圳 盐田区 沙头角";"1-3年";"本科";"Python";"码隆科技";"20-99人";"移动互联网"
